method,logN,m,metric,count,median,mean,stddev,q25,q75,min,max
RM_COORD_OPT,20,16,split_input_setup_ms,10,11.0985,11.145900000000001,0.15712062245294192,11.069,11.112,11.041,11.604
RM_COORD_OPT,20,16,pprf_key_setup_ms,10,2262.5125000000003,2261.8411,6.697756586350382,2256.372,2268.5330000000004,2250.326,2271.8889999999997
RM_COORD_OPT,20,16,p0_expand_ms,10,697.546,697.0826,1.8253569623500812,696.292,698.3960000000001,693.817,699.2969999999999
RM_COORD_OPT,20,16,p1_expand_ms,10,677.3299999999999,677.6724,1.965168756112291,676.1899999999999,679.6320000000001,674.902,680.582
RM_COORD_OPT,20,32,total_wall_ms,10,6183.522,6181.2945,19.954746549380236,6158.513,6201.450000000001,6155.293000000001,6211.789
RM_COORD_OPT,20,32,total_comm_bytes,10,8168320.0,8168320.0,0.0,8168320.0,8168320.0,8168320.0,8168320.0
RM_COORD_OPT,20,32,split_input_setup_ms,10,13.137,13.1561,0.04493428535094317,13.129,13.181999999999999,13.096,13.266
RM_COORD_OPT,20,32,pprf_key_setup_ms,10,4534.4185,4536.9252,10.83517626806292,4529.695000000001,4547.9529999999995,4521.559,4553.2919999999995
RM_COORD_OPT,20,32,p0_expand_ms,10,1458.721,1458.155,4.333705758355095,1456.887,1459.922,1449.038,1465.828
RM_COORD_OPT,20,32,p1_expand_ms,10,1434.8325,1437.5273,18.08995731365884,1424.808,1457.159,1404.2030000000002,1465.838
RM_COORD_OPT,20,8,total_wall_ms,10,1684.884,1682.8410000000001,5.510702042389811,1678.3760000000002,1687.242,1672.9160000000002,1689.472
RM_COORD_OPT,20,8,total_comm_bytes,10,2326528.0,2326528.0,0.0,2326528.0,2326528.0,2326528.0,2326528.0
RM_COORD_OPT,20,8,split_input_setup_ms,10,9.884,9.9026,0.048678948221997954,9.870000000000001,9.929,9.848,10.024999999999999
RM_COORD_OPT,20,8,pprf_key_setup_ms,10,1135.384,1135.8861,3.7410812193802956,1132.91,1138.26,1130.431,1142.0410000000002
RM_COORD_OPT,20,8,p0_expand_ms,10,337.772,337.8576,0.8805858504427648,337.296,337.951,336.815,340.108
RM_COORD_OPT,20,8,p1_expand_ms,10,317.658,317.6557,0.906457947176816,316.851,318.092,316.306,319.772
RM_VECTOR_GENERIC_SPLIT,12,16,total_wall_ms,10,214.395,216.9189,7.721782507297132,214.142,215.15699999999998,213.256,240.023
RM_VECTOR_GENERIC_SPLIT,12,16,total_comm_bytes,10,16924480.0,16924480.0,0.0,16924480.0,16924480.0,16924480.0,16924480.0
RM_VECTOR_GENERIC_SPLIT,12,16,split_input_setup_ms,10,126.35900000000001,127.6494,4.156434486431846,126.113,126.56500000000001,125.29199999999999,140.03199999999998
RM_VECTOR_GENERIC_SPLIT,12,16,pprf_key_setup_ms,10,83.211,84.541,3.7308620183544687,83.12700000000001,83.57000000000001,83.058,95.701
RM_VECTOR_GENERIC_SPLIT,12,16,p0_expand_ms,10,1.416,1.4255,0.01691301274167319,1.414,1.444,1.407,1.456
RM_VECTOR_GENERIC_SPLIT,12,16,p1_expand_ms,10,1.3955,1.4022999999999999,0.020184399916767386,1.39,1.413,1.3760000000000001,1.444
RM_VECTOR_GENERIC_SPLIT,12,32,total_wall_ms,10,484.16200000000003,487.2915,12.920188359695079,478.89300000000003,498.953,469.93,511.494
RM_VECTOR_GENERIC_SPLIT,12,32,total_comm_bytes,10,67356480.0,67356480.0,0.0,67356480.0,67356480.0,67356480.0,67356480.0
RM_VECTOR_GENERIC_SPLIT,12,32,split_input_setup_ms,10,314.2615,317.3908,10.536271530290028,306.11899999999997,327.294,304.828,334.76800000000003
RM_VECTOR_GENERIC_SPLIT,12,32,pprf_key_setup_ms,10,143.2495,146.4016,6.402379935617694,142.27200000000002,147.399,141.08100000000002,159.27700000000002
RM_VECTOR_GENERIC_SPLIT,12,32,p0_expand_ms,10,2.866,3.1637,0.5809271985369597,2.847,3.079,2.812,4.5120000000000005
